Count,sender,receiver,amount,currency,Mt,year,direction,category,send region,receiver region,mx/mt,transaction_status,payment_method
335,Wells Fargo,Mashreq Bank,4137.63,USD,MT910,2015,Incoming,Retail Payment,Southeast Asia,Middle East,MT,Completed,Wire Transfer
336,Deutsche Bank,United Arab Bank,25502.04,USD,MT799,2016,Incoming,Corporate Payment,Africa,Middle East,MT,Completed,ACH
337,Standard Chartered,Emirates NBD,430.23,SGD,MT103,2017,Outgoing,Treasury Operations,Middle East,Latin America,MT,Completed,Wire Transfer
338,Bank of China,Commercial Bank of Dubai,3000.32,EUR,MT799,2020,Outgoing,Trade Finance,Europe,Middle East,MT,Completed,ACH
339,Royal Bank of Canada,United Arab Bank,42205.33,AED,MT799,2020,Outgoing,Corporate Payment,North America,Middle East,MT,Completed,Wire Transfer
340,Abu Dhabi Commercial Bank,Mashreq Bank,101710.61,CAD,MT940,2020,Incoming,Retail Payment,North America,Middle East,MT,Pending,Wire Transfer
341,JPMorgan Chase,Abu Dhabi Commercial Bank,495.01,SGD,MT760,2017,Incoming,FX Settlement,Latin America,Middle East,MT,Completed,SWIFT
342,Goldman Sachs,Mashreq Bank,52637.56,AED,MT950,2019,Incoming,Treasury Operations,North America,Middle East,MT,Completed,ACH
343,Bank of Tokyo-Mitsubishi UFJ,First Abu Dhabi Bank,27568.36,EUR,MT910,2023,Outgoing,Loan Disbursement,Latin America,Middle East,MT,Pending,ACH
344,Emirates NBD,Abu Dhabi Islamic Bank,4772.65,USD,MT103,2015,Incoming,Interbank Settlement,South Asia,Middle East,MT,Completed,ACH
345,Abu Dhabi Commercial Bank,Deutsche Bank,22655.78,USD,MT760,2023,Incoming,Investment,Caribbean,North America,MT,Completed,Check
346,Deutsche Bank,United Arab Bank,58721.89,USD,MT950,2022,Outgoing,Loan Disbursement,South Asia,Middle East,MT,Completed,Wire Transfer
347,Industrial and Commercial Bank of China,First Abu Dhabi Bank,15955.98,EUR,MT940,2022,Outgoing,Loan Disbursement,Middle East,Middle East,MT,Completed,SWIFT
348,JPMorgan Chase,Industrial and Commercial Bank of China,92293.7,USD,MT799,2023,Outgoing,Trade Finance,North America,Southeast Asia,MT,Completed,Credit Card
349,Barclays,First Abu Dhabi Bank,4215.74,USD,MT940,2019,Incoming,Treasury Operations,Caribbean,Middle East,MT,Completed,SWIFT
350,Bank of Tokyo-Mitsubishi UFJ,Commercial Bank of Dubai,22591.13,AED,MT910,2021,Incoming,Corporate Payment,Africa,Middle East,MT,Completed,ACH
351,HSBC,National Bank of Fujairah,5758.75,CAD,MT940,2021,Outgoing,Retail Payment,Europe,Middle East,MT,Completed,ACH
352,Industrial and Commercial Bank of China,RAK Bank,7895.6,USD,MT940,2017,Outgoing,Trade Finance,Middle East,Middle East,MT,Completed,SWIFT
353,Citibank,Bank of China,4435977.0,JPY,MT700,2022,Incoming,Loan Disbursement,Central Asia,Latin America,MT,Completed,ACH
354,HSBC,Dubai Islamic Bank,38809.66,EUR,MT910,2021,Outgoing,Retail Payment,Central Asia,Middle East,MT,Completed,Wire Transfer
355,First Abu Dhabi Bank,Abu Dhabi Commercial Bank,39573.69,USD,MT202,2017,Incoming,Interbank Settlement,Latin America,Middle East,MT,Completed,Wire Transfer
356,HSBC,Sharjah Islamic Bank,61505.41,EUR,MT940,2016,Outgoing,Interbank Settlement,Europe,Middle East,MT,Completed,Check
357,Barclays,Abu Dhabi Islamic Bank,17459.04,CHF,MT799,2015,Outgoing,Treasury Operations,Caribbean,Middle East,MT,Completed,Wire Transfer
358,Credit Suisse,Mashreq Bank,63013.51,USD,MT700,2022,Outgoing,Retail Payment,South Asia,Middle East,MT,Completed,SWIFT
359,Industrial and Commercial Bank of China,UBS,6241.32,GBP,MT910,2015,Incoming,Interbank Settlement,Middle East,Africa,MT,Failed,Wire Transfer
360,Mashreq Bank,Commercial Bank of Dubai,24862.59,EUR,MT760,2018,Outgoing,Retail Payment,Caribbean,Middle East,MT,Completed,ACH
361,Abu Dhabi Commercial Bank,Abu Dhabi Islamic Bank,50732.72,USD,MT103,2020,Outgoing,Trade Finance,North America,Middle East,MT,Completed,Wire Transfer
362,Wells Fargo,Commercial Bank of Dubai,273361.75,AED,MT940,2018,Incoming,Corporate Payment,Central Asia,Middle East,MT,Completed,Wire Transfer
363,Standard Chartered,National Bank of Umm Al Qaiwain,6077.36,USD,MT103,2016,Outgoing,Retail Payment,South Asia,Middle East,MT,Completed,Credit Card
364,Abu Dhabi Commercial Bank,Bank of America,119178.98,CHF,MT700,2021,Outgoing,Retail Payment,North America,Africa,MT,Completed,Cash
365,Abu Dhabi Commercial Bank,First Abu Dhabi Bank,27876.09,EUR,MT103,2023,Incoming,Retail Payment,South Asia,Middle East,MT,Pending,SWIFT
366,UBS,Abu Dhabi Islamic Bank,9189.92,USD,MT700,2023,Outgoing,Treasury Operations,North America,Middle East,MT,Completed,ACH
367,Emirates NBD,Emirates NBD,39996.72,USD,MT760,2020,Outgoing,Retail Payment,Africa,Middle East,MT,Completed,SWIFT
368,Standard Chartered,Commercial Bank of Dubai,27906.81,CAD,MT760,2020,Incoming,Trade Finance,Asia Pacific,Middle East,MT,Completed,ACH
369,Wells Fargo,First Abu Dhabi Bank,37721.36,AED,MT202,2023,Outgoing,Treasury Operations,Middle East,Middle East,MT,Pending,ACH
370,Bank of China,Credit Suisse,1764715.0,JPY,MT910,2020,Incoming,Investment,North America,Southeast Asia,MT,Completed,Wire Transfer
371,First Abu Dhabi Bank,Dubai Islamic Bank,60435.34,USD,MT700,2016,Incoming,Investment,Africa,Europe,MT,Failed,ACH
372,Bank of Tokyo-Mitsubishi UFJ,Commercial Bank of Dubai,14630.4,EUR,MT799,2023,Incoming,Retail Payment,Asia Pacific,Middle East,MT,Completed,SWIFT
373,Industrial and Commercial Bank of China,Commercial Bank of Dubai,31095.19,USD,MT202,2015,Incoming,Treasury Operations,Africa,Middle East,MT,Completed,Credit Card
374,HSBC,Wells Fargo,202770.31,CNY,MT700,2015,Outgoing,Retail Payment,Latin America,Africa,MT,Completed,Wire Transfer
375,Bank of Tokyo-Mitsubishi UFJ,Dubai Islamic Bank,21399.21,CAD,MT760,2023,Incoming,Investment,North America,Middle East,MT,Completed,SWIFT
376,Bank of China,Emirates NBD,12621.34,EUR,MT202,2018,Incoming,Retail Payment,Latin America,Middle East,MT,Completed,ACH
377,Mashreq Bank,National Bank of Fujairah,12951.14,USD,MT799,2023,Outgoing,Trade Finance,Caribbean,Middle East,MT,Completed,ACH
378,Morgan Stanley,National Bank of Fujairah,9317.01,USD,MT950,2021,Incoming,Retail Payment,Africa,Middle East,MT,Completed,Wire Transfer
379,BNP Paribas,Dubai Islamic Bank,104841.4,AED,MT950,2021,Outgoing,Investment,Middle East,Middle East,MT,Completed,ACH
380,Credit Suisse,HSBC,26995.11,EUR,MT940,2019,Incoming,Loan Disbursement,Southeast Asia,Europe,MT,Completed,Wire Transfer
381,Barclays,National Bank of Fujairah,21895.18,GBP,MT700,2017,Outgoing,FX Settlement,Latin America,Middle East,MT,Completed,Wire Transfer
382,Abu Dhabi Commercial Bank,Abu Dhabi Islamic Bank,2017.12,USD,MT202,2023,Outgoing,Corporate Payment,Asia Pacific,Middle East,MT,Completed,SWIFT
383,Royal Bank of Canada,RAK Bank,2356.96,GBP,MT700,2022,Outgoing,Trade Finance,Middle East,Middle East,MT,Completed,SWIFT
384,Bank of Tokyo-Mitsubishi UFJ,National Bank of Umm Al Qaiwain,199713.93,EUR,MT940,2016,Outgoing,Investment,Europe,Middle East,MT,Completed,ACH
385,Wells Fargo,Mashreq Bank,2087.06,USD,MT103,2019,Incoming,Investment,Europe,Middle East,MT,Completed,Mobile Payment
386,Royal Bank of Canada,Mashreq Bank,16136.51,GBP,MT910,2019,Incoming,Investment,Europe,Middle East,MT,Completed,Wire Transfer
387,Dubai Islamic Bank,First Abu Dhabi Bank,16299.28,USD,MT700,2017,Incoming,Trade Finance,North America,Middle East,MT,Completed,Wire Transfer
388,First Abu Dhabi Bank,Goldman Sachs,3469.57,USD,MT760,2022,Outgoing,Interbank Settlement,Central Asia,Caribbean,MT,Completed,SWIFT
389,Abu Dhabi Commercial Bank,United Arab Bank,75723.46,USD,MT910,2015,Incoming,Corporate Payment,Southeast Asia,Middle East,MT,Completed,Wire Transfer
390,Abu Dhabi Commercial Bank,First Abu Dhabi Bank,71636.79,AED,MT799,2020,Incoming,Trade Finance,Africa,Middle East,MT,Completed,Wire Transfer
391,HSBC,Credit Suisse,7378.91,USD,MT700,2015,Outgoing,Trade Finance,Middle East,South Asia,MT,Completed,Wire Transfer
392,Bank of Tokyo-Mitsubishi UFJ,Commercial Bank of Dubai,79553.68,GBP,MT799,2021,Incoming,Interbank Settlement,Africa,Middle East,MT,Completed,Wire Transfer
393,UBS,United Arab Bank,88492.62,AED,MT910,2023,Outgoing,Retail Payment,South Asia,Middle East,MT,Completed,Check
394,Abu Dhabi Commercial Bank,Sharjah Islamic Bank,3026.29,CHF,MT910,2022,Incoming,Loan Disbursement,Europe,Middle East,MT,Completed,Wire Transfer
395,BNP Paribas,Wells Fargo,185239.43,CHF,MT103,2015,Outgoing,Retail Payment,Southeast Asia,Asia Pacific,MT,Completed,ACH
396,Wells Fargo,Dubai Islamic Bank,8949.6,USD,MT799,2023,Outgoing,Corporate Payment,Middle East,Middle East,MT,Completed,Wire Transfer
397,Citibank,Dubai Islamic Bank,22503.13,USD,MT103,2019,Outgoing,Corporate Payment,North America,Africa,MT,Completed,SWIFT
398,HSBC,RAK Bank,5266.34,USD,MT799,2023,Incoming,Treasury Operations,Central Asia,Middle East,MT,Completed,Wire Transfer
399,JPMorgan Chase,National Bank of Umm Al Qaiwain,6583.59,USD,MT940,2020,Outgoing,Loan Disbursement,Southeast Asia,Middle East,MT,Completed,SWIFT
400,Royal Bank of Canada,Dubai Islamic Bank,340106.83,AED,MT760,2017,Outgoing,Corporate Payment,Middle East,Africa,MT,Completed,ACH
401,Barclays,National Bank of Fujairah,67450.65,USD,MT910,2017,Outgoing,Retail Payment,Middle East,Middle East,MT,Pending,Wire Transfer
402,JPMorgan Chase,Mashreq Bank,1635.87,EUR,MT940,2020,Incoming,Retail Payment,Central Asia,Middle East,MT,Completed,ACH
403,Bank of America,Abu Dhabi Commercial Bank,30356.15,AED,MT202,2023,Outgoing,Trade Finance,Caribbean,Middle East,MT,Completed,Wire Transfer
404,Morgan Stanley,Abu Dhabi Islamic Bank,135954.03,CNY,MT940,2018,Incoming,Treasury Operations,South Asia,Middle East,MT,Completed,ACH
405,Bank of Tokyo-Mitsubishi UFJ,Commercial Bank of Dubai,7352.02,USD,MT700,2017,Incoming,Retail Payment,Latin America,Middle East,MT,Completed,Wire Transfer
406,Abu Dhabi Commercial Bank,Commercial Bank of Dubai,17420.43,AED,MT760,2021,Outgoing,Trade Finance,Africa,Middle East,MT,Completed,Mobile Payment
407,Wells Fargo,Standard Chartered,6118.61,USD,MT950,2022,Outgoing,Loan Disbursement,Latin America,Southeast Asia,MT,Completed,Wire Transfer
408,Bank of China,RAK Bank,20229.63,AED,MT910,2020,Outgoing,FX Settlement,North America,Middle East,MT,Completed,SWIFT
409,UBS,Sharjah Islamic Bank,1199.6,GBP,MT910,2023,Outgoing,Trade Finance,Middle East,Middle East,MT,Completed,Wire Transfer
410,Mashreq Bank,Bank of Tokyo-Mitsubishi UFJ,26893.52,USD,MT103,2016,Outgoing,Trade Finance,Asia Pacific,Latin America,MT,Pending,Wire Transfer
411,Credit Suisse,RAK Bank,12936.25,USD,MT910,2019,Outgoing,Loan Disbursement,Caribbean,Middle East,MT,Completed,ACH
412,Industrial and Commercial Bank of China,Abu Dhabi Commercial Bank,45832.5,AED,MT799,2017,Outgoing,Treasury Operations,Latin America,Middle East,MT,Completed,Mobile Payment
413,Morgan Stanley,Mashreq Bank,156286.11,AED,MT940,2016,Outgoing,Loan Disbursement,North America,Middle East,MT,Completed,Wire Transfer
414,Mashreq Bank,Dubai Islamic Bank,260041.48,AED,MT950,2015,Incoming,Corporate Payment,North America,Middle East,MT,Completed,Wire Transfer
415,Morgan Stanley,First Abu Dhabi Bank,20121.95,USD,MT700,2018,Outgoing,Retail Payment,Latin America,Middle East,MT,Completed,Wire Transfer
416,Industrial and Commercial Bank of China,RAK Bank,43572.99,USD,MT103,2018,Outgoing,Retail Payment,Latin America,Middle East,MT,Completed,Wire Transfer
417,Bank of China,First Abu Dhabi Bank,21874.22,GBP,MT760,2023,Outgoing,Corporate Payment,Central Asia,Middle East,MT,Completed,Wire Transfer
418,Standard Chartered,Credit Suisse,31097.72,USD,MT940,2022,Outgoing,Corporate Payment,Caribbean,Central Asia,MT,Completed,ACH
419,Wells Fargo,Royal Bank of Canada,24455.74,USD,MT700,2018,Outgoing,Retail Payment,North America,South Asia,MT,Completed,Wire Transfer
420,Standard Chartered,Mashreq Bank,8436.76,USD,MT700,2020,Outgoing,Investment,Europe,Latin America,MT,Completed,Wire Transfer
421,Goldman Sachs,Commercial Bank of Dubai,11517.73,USD,MT760,2021,Outgoing,Treasury Operations,Middle East,Middle East,MT,Completed,SWIFT
422,Mashreq Bank,Abu Dhabi Islamic Bank,17240.54,USD,MT700,2015,Incoming,Investment,Central Asia,Middle East,MT,Failed,Wire Transfer
423,Wells Fargo,UBS,3003.48,AUD,MT799,2016,Incoming,Investment,South Asia,Southeast Asia,MT,Completed,Wire Transfer
424,Morgan Stanley,National Bank of Fujairah,24740.84,USD,MT103,2018,Incoming,Loan Disbursement,Asia Pacific,Middle East,MT,Completed,Wire Transfer
425,JPMorgan Chase,Abu Dhabi Commercial Bank,91369.73,CAD,MT700,2015,Outgoing,Loan Disbursement,Latin America,Middle East,MT,Completed,ACH
426,Credit Suisse,Commercial Bank of Dubai,2400.39,GBP,MT700,2017,Incoming,Retail Payment,Europe,Middle East,MT,Completed,Wire Transfer
427,HSBC,Commercial Bank of Dubai,98438.28,GBP,MT103,2021,Outgoing,Interbank Settlement,Europe,Middle East,MT,Completed,ACH
428,Citibank,Morgan Stanley,100761.7,USD,MT940,2018,Outgoing,Investment,Asia Pacific,Southeast Asia,MT,Completed,Wire Transfer
429,Bank of Tokyo-Mitsubishi UFJ,Bank of America,7763.48,GBP,MT799,2015,Incoming,Loan Disbursement,North America,Europe,MT,Pending,ACH
430,Goldman Sachs,Emirates NBD,17811.25,USD,MT103,2016,Outgoing,Investment,Southeast Asia,Middle East,MT,Completed,Wire Transfer
431,Deutsche Bank,Commercial Bank of Dubai,22106.02,AED,MT940,2018,Outgoing,Interbank Settlement,Middle East,Middle East,MT,Completed,ACH
432,Credit Suisse,United Arab Bank,17829.47,USD,MT950,2016,Incoming,Trade Finance,South Asia,Middle East,MT,Completed,Check
433,Wells Fargo,Dubai Islamic Bank,195027.95,AED,MT940,2020,Incoming,Interbank Settlement,North America,Middle East,MT,Completed,ACH
434,Standard Chartered,United Arab Bank,4053.31,USD,MT950,2016,Outgoing,Treasury Operations,Europe,Middle East,MT,Completed,Wire Transfer
435,Citibank,United Arab Bank,1672.16,USD,MT202,2019,Incoming,Loan Disbursement,Asia Pacific,Middle East,MT,Completed,Wire Transfer
436,First Abu Dhabi Bank,RAK Bank,149116.58,USD,MT202,2022,Incoming,Trade Finance,Caribbean,Middle East,MT,Completed,Wire Transfer
437,Dubai Islamic Bank,RAK Bank,16687.9,CNY,MT910,2019,Outgoing,Trade Finance,Caribbean,Middle East,MT,Completed,Wire Transfer
438,Citibank,Commercial Bank of Dubai,869642.0,JPY,MT202,2016,Incoming,Retail Payment,Africa,Middle East,MT,Completed,Wire Transfer
439,Emirates NBD,United Arab Bank,7545.37,EUR,MT760,2022,Outgoing,Treasury Operations,Europe,Middle East,MT,Cancelled,SWIFT
440,Bank of Tokyo-Mitsubishi UFJ,Emirates NBD,290415.19,USD,MT910,2020,Incoming,Loan Disbursement,Latin America,Southeast Asia,MT,Completed,Wire Transfer
441,Mashreq Bank,Emirates NBD,7884.34,GBP,MT103,2022,Incoming,Investment,Africa,Middle East,MT,Completed,ACH
442,Standard Chartered,Emirates NBD,192037.9,USD,MT799,2020,Incoming,Loan Disbursement,Asia Pacific,Middle East,MT,Completed,ACH
443,Morgan Stanley,Goldman Sachs,16015.22,EUR,MT103,2016,Outgoing,Treasury Operations,Southeast Asia,Asia Pacific,MT,Completed,ACH
444,First Abu Dhabi Bank,Mashreq Bank,70943.09,CAD,MT760,2019,Incoming,Corporate Payment,North America,Central Asia,MT,Completed,Wire Transfer
445,BNP Paribas,Emirates NBD,57345.24,USD,MT799,2021,Outgoing,Loan Disbursement,Latin America,Middle East,MT,Completed,Check
446,Standard Chartered,Sharjah Islamic Bank,1432724.0,JPY,MT760,2018,Outgoing,FX Settlement,Asia Pacific,Middle East,MT,Completed,Wire Transfer
447,Bank of Tokyo-Mitsubishi UFJ,National Bank of Fujairah,44821.72,USD,MT910,2022,Incoming,Loan Disbursement,Caribbean,Middle East,MT,Completed,SWIFT
448,Barclays,Mashreq Bank,20143.16,AED,MT910,2016,Incoming,Corporate Payment,Latin America,Middle East,MT,Completed,SWIFT
449,Industrial and Commercial Bank of China,United Arab Bank,51995.48,USD,MT940,2021,Incoming,Retail Payment,Middle East,Middle East,MT,Cancelled,SWIFT
450,UBS,National Bank of Umm Al Qaiwain,37161.76,USD,MT940,2021,Outgoing,Loan Disbursement,Latin America,Middle East,MT,Completed,ACH
451,Bank of Tokyo-Mitsubishi UFJ,National Bank of Umm Al Qaiwain,27591.53,EUR,MT103,2023,Incoming,Trade Finance,Asia Pacific,Middle East,MT,Completed,Wire Transfer
452,Barclays,Sharjah Islamic Bank,23326.61,USD,MT202,2017,Incoming,Retail Payment,Latin America,Middle East,MT,Completed,Wire Transfer
453,Bank of China,Emirates NBD,58336.04,EUR,MT950,2023,Incoming,Trade Finance,Caribbean,Middle East,MT,Completed,ACH
454,Industrial and Commercial Bank of China,First Abu Dhabi Bank,21779.55,USD,MT103,2019,Outgoing,Treasury Operations,North America,Middle East,MT,Completed,Wire Transfer
455,Industrial and Commercial Bank of China,United Arab Bank,17482.06,EUR,MT799,2023,Outgoing,FX Settlement,Southeast Asia,Middle East,MT,Completed,Cash
456,Bank of Tokyo-Mitsubishi UFJ,National Bank of Umm Al Qaiwain,5243.95,GBP,MT950,2015,Outgoing,Treasury Operations,South Asia,Middle East,MT,Completed,Wire Transfer
457,Credit Suisse,Morgan Stanley,27914.65,EUR,MT700,2017,Incoming,Trade Finance,Asia Pacific,Asia Pacific,MT,Completed,Wire Transfer
458,Dubai Islamic Bank,National Bank of Fujairah,5361.87,AED,MT700,2017,Incoming,FX Settlement,Europe,Middle East,MT,Completed,Wire Transfer
459,Bank of Tokyo-Mitsubishi UFJ,Commercial Bank of Dubai,78640.83,CAD,MT760,2016,Incoming,Trade Finance,North America,Middle East,MT,Completed,Wire Transfer
460,HSBC,Commercial Bank of Dubai,643.65,EUR,MT950,2020,Outgoing,Retail Payment,Southeast Asia,Middle East,MT,Completed,ACH
461,Goldman Sachs,First Abu Dhabi Bank,3356.16,USD,MT910,2016,Incoming,Retail Payment,Middle East,Middle East,MT,Completed,SWIFT
462,Emirates NBD,United Arab Bank,2425.12,USD,MT202,2017,Incoming,FX Settlement,North America,Middle East,MT,Completed,SWIFT
463,HSBC,RAK Bank,26874.46,AED,MT202,2022,Incoming,Treasury Operations,Caribbean,Middle East,MT,Completed,Check
464,Morgan Stanley,Emirates NBD,24909.22,USD,MT700,2022,Incoming,Interbank Settlement,Caribbean,Middle East,MT,Completed,Cash
465,Deutsche Bank,Sharjah Islamic Bank,25170.28,EUR,MT950,2017,Incoming,Interbank Settlement,Southeast Asia,Middle East,MT,Completed,Check
466,Bank of Tokyo-Mitsubishi UFJ,Sharjah Islamic Bank,35135.35,USD,MT799,2019,Outgoing,Retail Payment,Latin America,Middle East,MT,Completed,Wire Transfer
467,Barclays,United Arab Bank,3951362.0,JPY,MT910,2016,Incoming,Corporate Payment,North America,Middle East,MT,Completed,SWIFT
468,Wells Fargo,National Bank of Umm Al Qaiwain,2964.85,EUR,MT940,2018,Incoming,Investment,North America,Middle East,MT,Completed,Wire Transfer
469,Deutsche Bank,National Bank of Fujairah,19144.74,GBP,MT103,2021,Incoming,Treasury Operations,Africa,Middle East,MT,Completed,Wire Transfer
470,First Abu Dhabi Bank,United Arab Bank,17296.15,EUR,MT910,2023,Incoming,Loan Disbursement,Africa,Middle East,MT,Completed,ACH
471,Bank of America,BNP Paribas,32554.26,USD,MT760,2023,Incoming,Trade Finance,Africa,South Asia,MT,Completed,Wire Transfer
472,Deutsche Bank,Mashreq Bank,981569.0,JPY,MT940,2015,Outgoing,Interbank Settlement,Central Asia,Middle East,MT,Completed,Wire Transfer
473,Bank of China,Deutsche Bank,60241.18,SGD,MT910,2015,Incoming,Corporate Payment,Central Asia,Southeast Asia,MT,Completed,Wire Transfer
474,Bank of Tokyo-Mitsubishi UFJ,Commercial Bank of Dubai,14208.71,USD,MT760,2020,Incoming,Retail Payment,Southeast Asia,Middle East,MT,Completed,Wire Transfer
475,JPMorgan Chase,Emirates NBD,14130.95,USD,MT760,2017,Incoming,Treasury Operations,Asia Pacific,Middle East,MT,Completed,Mobile Payment
476,Dubai Islamic Bank,RAK Bank,85938.23,GBP,MT950,2018,Incoming,FX Settlement,Caribbean,Middle East,MT,Failed,Wire Transfer
477,Emirates NBD,JPMorgan Chase,79827.38,EUR,MT103,2016,Incoming,Treasury Operations,Asia Pacific,Asia Pacific,MT,Completed,Wire Transfer
478,UBS,United Arab Bank,30740.65,EUR,MT950,2022,Outgoing,Loan Disbursement,Central Asia,Middle East,MT,Completed,ACH
479,HSBC,Abu Dhabi Islamic Bank,182207.47,EUR,MT799,2022,Incoming,Corporate Payment,Middle East,Middle East,MT,Pending,Wire Transfer
480,UBS,Royal Bank of Canada,142085.59,EUR,MT700,2022,Incoming,Retail Payment,Europe,Caribbean,MT,Failed,Mobile Payment
481,Bank of Tokyo-Mitsubishi UFJ,Abu Dhabi Commercial Bank,7579.69,GBP,MT103,2021,Outgoing,Investment,Southeast Asia,Middle East,MT,Completed,Wire Transfer
482,Citibank,Abu Dhabi Islamic Bank,23567.94,EUR,MT940,2023,Incoming,Interbank Settlement,Latin America,Middle East,MT,Completed,ACH
483,Mashreq Bank,Emirates NBD,13323.62,USD,MT950,2017,Outgoing,Loan Disbursement,Central Asia,Middle East,MT,Completed,SWIFT
484,Deutsche Bank,JPMorgan Chase,36809.33,CAD,MT799,2018,Outgoing,Corporate Payment,Africa,South Asia,MT,Completed,Mobile Payment
485,HSBC,Standard Chartered,306573.73,USD,MT910,2020,Incoming,FX Settlement,Central Asia,Caribbean,MT,Completed,ACH
486,Industrial and Commercial Bank of China,Dubai Islamic Bank,23317152.0,JPY,MT950,2015,Incoming,Investment,Caribbean,Middle East,MT,Completed,Check
487,Mashreq Bank,RAK Bank,56630.01,USD,MT940,2016,Outgoing,Retail Payment,Asia Pacific,Middle East,MT,Completed,Wire Transfer
488,UBS,Emirates NBD,4943.58,GBP,MT940,2016,Outgoing,FX Settlement,Africa,Middle East,MT,Failed,Wire Transfer
489,Morgan Stanley,National Bank of Umm Al Qaiwain,36849.62,CNY,MT700,2016,Incoming,Retail Payment,Europe,Middle East,MT,Completed,Wire Transfer
490,Abu Dhabi Commercial Bank,Sharjah Islamic Bank,34985.02,USD,MT760,2023,Incoming,Investment,Central Asia,Middle East,MT,Completed,Cash
491,Morgan Stanley,Mashreq Bank,36334.34,USD,MT950,2020,Incoming,Interbank Settlement,Central Asia,Middle East,MT,Completed,Wire Transfer
492,Emirates NBD,RAK Bank,22715.85,USD,MT950,2015,Incoming,Corporate Payment,Caribbean,Middle East,MT,Completed,Wire Transfer
493,Bank of America,Dubai Islamic Bank,53773.94,USD,MT950,2022,Incoming,Loan Disbursement,Central Asia,Middle East,MT,Completed,Wire Transfer
494,Bank of Tokyo-Mitsubishi UFJ,Abu Dhabi Commercial Bank,35033.38,AED,MT700,2019,Incoming,Investment,Africa,Middle East,MT,Completed,Wire Transfer
495,UBS,RAK Bank,4360.06,USD,MT760,2015,Incoming,Loan Disbursement,North America,Middle East,MT,Completed,Wire Transfer
496,UBS,National Bank of Fujairah,14928.9,AED,MT799,2016,Incoming,Corporate Payment,South Asia,Middle East,MT,Completed,Credit Card
497,Bank of China,Abu Dhabi Commercial Bank,11987567.0,JPY,MT940,2021,Outgoing,Loan Disbursement,Caribbean,Middle East,MT,Completed,ACH
498,Industrial and Commercial Bank of China,Credit Suisse,61238.79,USD,MT700,2021,Outgoing,Corporate Payment,South Asia,South Asia,MT,Cancelled,ACH
499,Abu Dhabi Commercial Bank,Commercial Bank of Dubai,1165309.0,JPY,MT202,2016,Incoming,Loan Disbursement,Caribbean,Middle East,MT,Completed,SWIFT
500,Barclays,Emirates NBD,382288.01,AED,MT910,2023,Outgoing,Treasury Operations,South Asia,Middle East,MT,Completed,Wire Transfer
